image_id,source_name,structural_complexity_proxy,size,layer_mode,method,tau,candidate_count,safety_cap_hit,plant_hit_ratio,collapse_background_or_single,mean_repeatability_f1,median_localization_error_bbox_diag,median_photometric_count_difference
akd_0075,43.jpg,high,518,last4avg,cls_to_patch_attention,0.996,3,0,1.0,0,0.7964285714285715,0.010803757580716486,0.5
akd_0075,43.jpg,high,518,last4avg,feature_hdbscan_medoid,0.0,9,0,0.4444444444444444,0,0.2949752947430966,0.01042499931747794,1.5
akd_0330,leaf3 (121).jpg,low,518,last,feature_local_contrast,6.0,19,0,0.42105263157894735,0,0.5777875784972444,0.01635618558666094,4.5
akd_0330,leaf3 (121).jpg,low,518,last,feature_local_contrast,7.0,15,0,0.4666666666666667,0,0.5902097455545732,0.017351944088810488,3.0
akd_0330,leaf3 (121).jpg,low,518,last,feature_local_contrast,8.0,13,0,0.46153846153846156,0,0.5997620891202495,0.012463256153766387,2.5
akd_0330,leaf3 (121).jpg,low,518,last,feature_local_contrast,10.0,6,0,0.5,0,0.490255496137849,0.011004194747665806,2.5
akd_0330,leaf3 (121).jpg,low,518,last,cls_to_patch_attention,0.985,7,0,1.0,0,0.6435486694677872,0.00871667435602642,1.5
akd_0330,leaf3 (121).jpg,low,518,last,cls_to_patch_attention,0.99,7,0,1.0,0,0.7666552197802198,0.011486749101730854,1.5
akd_0330,leaf3 (121).jpg,low,518,last,cls_to_patch_attention,0.993,6,0,1.0,0,0.7186771561771561,0.005609655105306416,1.0
akd_0330,leaf3 (121).jpg,low,518,last,cls_to_patch_attention,0.996,4,0,1.0,0,0.8506944444444444,0.008548202103518636,0.0
akd_0330,leaf3 (121).jpg,low,518,last,feature_hdbscan_medoid,0.0,2,0,0.0,1,0.325,0.019067370502172037,0.0
akd_0330,leaf3 (121).jpg,low,518,last4avg,feature_local_contrast,6.0,16,0,0.375,0,0.5445175438596491,0.009759415816109727,3.0
akd_0330,leaf3 (121).jpg,low,518,last4avg,feature_local_contrast,7.0,13,0,0.46153846153846156,0,0.566302804794184,0.007757065411630244,3.0
akd_0330,leaf3 (121).jpg,low,518,last4avg,feature_local_contrast,8.0,11,0,0.5454545454545454,0,0.6294074806031328,0.00864988387305675,2.5
akd_0330,leaf3 (121).jpg,low,518,last4avg,feature_local_contrast,10.0,11,0,0.5454545454545454,0,0.6368148880105402,0.00864988387305675,1.5
akd_0330,leaf3 (121).jpg,low,518,last4avg,cls_to_patch_attention,0.985,7,0,1.0,0,0.6435486694677872,0.00871667435602642,1.5
akd_0330,leaf3 (121).jpg,low,518,last4avg,cls_to_patch_attention,0.99,7,0,1.0,0,0.7666552197802198,0.011486749101730854,1.5
akd_0330,leaf3 (121).jpg,low,518,last4avg,cls_to_patch_attention,0.993,6,0,1.0,0,0.7186771561771561,0.005609655105306416,1.0
akd_0330,leaf3 (121).jpg,low,518,last4avg,cls_to_patch_attention,0.996,4,0,1.0,0,0.8506944444444444,0.008548202103518636,0.0
akd_0330,leaf3 (121).jpg,low,518,last4avg,feature_hdbscan_medoid,0.0,11,0,0.0,1,0.2629480201171378,0.016967337999144145,1.5
akd_0281,Camera MV-XGC1207GC#A9FE3BF8-Snapshot-20250725-151311-934-13322075363337.jpg,medium,518,last,feature_local_contrast,6.0,18,0,0.2222222222222222,0,0.7048574512728925,0.007865998725781455,1.5
akd_0281,Camera MV-XGC1207GC#A9FE3BF8-Snapshot-20250725-151311-934-13322075363337.jpg,medium,518,last,feature_local_contrast,7.0,12,0,0.3333333333333333,0,0.5857146455420112,0.0069511664644687585,0.5
akd_0281,Camera MV-XGC1207GC#A9FE3BF8-Snapshot-20250725-151311-934-13322075363337.jpg,medium,518,last,feature_local_contrast,8.0,6,0,0.5,0,0.6101107226107226,0.005681096362809588,0.5
akd_0281,Camera MV-XGC1207GC#A9FE3BF8-Snapshot-20250725-151311-934-13322075363337.jpg,medium,518,last,feature_local_contrast,10.0,1,0,0.0,1,0.75,0.0038718056826112044,0.5
akd_0281,Camera MV-XGC1207GC#A9FE3BF8-Snapshot-20250725-151311-934-13322075363337.jpg,medium,518,last,cls_to_patch_attention,0.985,7,0,1.0,0,0.8442678032751563,0.0172195379797238,0.5
