candidate_id,path,relative_path,source_family,identity_group,extension,file_size_bytes,independent_selection_eligible,original_width,original_height,mode,alpha_present,transparent_fraction,white_fraction,border_white_fraction,border_rgb_std,black_fraction,nonwhite_fraction,strict_green_fraction,green_to_nonwhite_ratio,green_components,green_bbox_fraction,green_bbox_touches_border,blur_laplacian_thumbnail,background_class,clean_background_score,dhash64
src_0031,D:\kp\数据集图片\..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7099.JPG,..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7099.JPG,scanner_collection,scanner_series::..秧苗素质-扫描系统采集\0502 a1 1-13 17-19\0504,.jpg,9204478,1,5184,3456,RGB,0,0.0,0.011758843475073314,0.08822510822510822,59.1322135925293,0.0,0.9850107679618768,0.0038661565249266863,0.0039249890972525075,19,0.46486093291788855,0,223.0418217477146,natural_or_mixed,-4.341647,7c7c7e7a7c7c7873
src_0032,D:\kp\数据集图片\..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7100.JPG,..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7100.JPG,scanner_collection,scanner_series::..秧苗素质-扫描系统采集\0502 a1 1-13 17-19\0504,.jpg,9402305,1,5184,3456,RGB,0,0.0,3.43658357771261e-05,0.0,42.497344970703125,0.0,0.9998797195747801,0.0008935117302052786,0.0008936192151044561,1,0.0013402675953079178,0,285.1249778743884,natural_or_mixed,-3.796682,fcfefefafdf9f9f3
src_0033,D:\kp\数据集图片\..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7101.JPG,..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7101.JPG,scanner_collection,scanner_series::..秧苗素质-扫描系统采集\0502 a1 1-13 17-19\0504,.jpg,9499824,1,5184,3456,RGB,0,0.0,4.5821114369501466e-05,0.0,39.254791259765625,0.0,0.9998854472140762,0.0020676777859237536,0.002067914671310405,2,0.0036084127565982403,0,248.43253293993993,natural_or_mixed,-3.792389,fcfcf8f8fcf8f9f3
src_0034,D:\kp\数据集图片\..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7103.JPG,..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7103.JPG,scanner_collection,scanner_series::..秧苗素质-扫描系统采集\0502 a1 1-13 17-19\0504,.jpg,9231008,1,5184,3456,RGB,0,0.0,0.00015464626099706745,0.0,38.77364730834961,0.0,0.9997193456744868,0.0016953812316715543,0.0016958571813249458,2,0.014382102272727272,0,266.01219691284274,natural_or_mixed,-3.793524,fcfcfcf8fcf8f1f3
src_0035,D:\kp\数据集图片\..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7104.JPG,..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7104.JPG,scanner_collection,scanner_series::..秧苗素质-扫描系统采集\0502 a1 1-13 17-19\0504,.jpg,9147857,1,5184,3456,RGB,0,0.0,0.00025201612903225806,0.0,39.83541488647461,0.0,0.9996047928885631,0.0012371700879765396,0.0012376592197017012,1,0.0037229655425219943,0,240.0499082925794,natural_or_mixed,-3.794995,fcfcfcfcfcf8f9f3
src_0036,D:\kp\数据集图片\..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7105.JPG,..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7105.JPG,scanner_collection,scanner_series::..秧苗素质-扫描系统采集\0502 a1 1-13 17-19\0504,.jpg,9299715,1,5184,3456,RGB,0,0.0,4.5821114369501466e-05,0.0,38.871070861816406,0.0,0.9998797195747801,0.0005326704545454545,0.0005327345320815026,2,0.0038947947214076246,0,202.85777686656576,natural_or_mixed,-3.797971,fcfcfef8fcf8f9f3
src_0037,D:\kp\数据集图片\..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7106.JPG,..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7106.JPG,scanner_collection,scanner_series::..秧苗素质-扫描系统采集\0502 a1 1-13 17-19\0504,.jpg,9217592,1,5184,3456,RGB,0,0.0,5.154875366568915e-05,0.0,39.5647087097168,0.0,0.9998854472140762,0.0004868493401759531,0.00048690511651353026,2,0.0007732313049853372,0,198.97936134988922,natural_or_mixed,-3.798126,fcfcf8fcfcf8f9f3
src_0038,D:\kp\数据集图片\..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7107.JPG,..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7107.JPG,scanner_collection,scanner_series::..秧苗素质-扫描系统采集\0502 a1 1-13 17-19\0504,.jpg,9432905,1,5184,3456,RGB,0,0.0,0.0001317357038123167,0.0,39.695919036865234,0.0,0.9998109879032258,0.0004983046187683284,0.0004983988221747375,1,0.001082523826979472,0,218.22602342164402,natural_or_mixed,-3.797924,fcfcfcf8f8f8f9f3
src_0039,D:\kp\数据集图片\..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7108.JPG,..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7108.JPG,scanner_collection,scanner_series::..秧苗素质-扫描系统采集\0502 a1 1-13 17-19\0504,.jpg,9138148,1,5184,3456,RGB,0,0.0,0.00012028042521994135,0.0,39.860408782958984,0.0,0.9997823497067448,0.0006586785190615835,0.0006588219118438993,2,0.0036427785923753664,0,208.7527015201427,natural_or_mixed,-3.797364,fcfcfefcf8f8f9f3
src_0040,D:\kp\数据集图片\..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7109.JPG,..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7109.JPG,scanner_collection,scanner_series::..秧苗素质-扫描系统采集\0502 a1 1-13 17-19\0504,.jpg,8810050,1,5184,3456,RGB,0,0.0,5.7276392961876836e-05,0.0,39.18406295776367,0.0,0.9998625366568915,0.0024457019794721408,0.0024460382200632417,4,0.014296187683284457,0,240.532591182977,natural_or_mixed,-3.790991,fcfcfaf8fcf8f9f3
src_0041,D:\kp\数据集图片\..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7110.JPG,..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7110.JPG,scanner_collection,scanner_series::..秧苗素质-扫描系统采集\0502 a1 1-13 17-19\0504,.jpg,9228814,1,5184,3456,RGB,0,0.0,0.00012600806451612903,0.0,38.73550796508789,0.0,0.9997651667888563,0.0004983046187683284,0.0004984216647283602,1,0.0010538856304985337,0,223.37160018207172,natural_or_mixed,-3.797936,fcfcfcf8fcf8f9f3
